2451093,48439,62984,105743,669459,3928,167244,91,296,2399996,36,20.13,28.78,3.74,0.00,134.64,724.68,1036.08,2.69,0.00,134.64,137.33,-590.04,
2451093,48439,76102,105743,669459,3928,167244,91,173,2399996,51,72.49,90.61,88.79,0.00,4528.29,3696.99,4621.11,181.13,0.00,4528.29,4709.42,831.30,
2451093,48439,50929,105743,669459,3928,167244,91,462,2399996,17,77.75,109.62,38.36,0.00,652.12,1321.75,1863.54,0.00,0.00,652.12,652.12,-669.63,
2451093,48439,67897,105743,669459,3928,167244,91,487,2399996,4,70.75,90.56,27.16,0.00,108.64,283.00,362.24,0.00,0.00,108.64,108.64,-174.36,
2451093,48439,73291,105743,669459,3928,167244,91,24,2399996,20,17.58,20.56,2.05,0.00,41.00,351.60,411.20,2.05,0.00,41.00,43.05,-310.60,
2451093,48439,59245,105743,669459,3928,167244,91,373,2399996,63,14.75,23.60,8.02,65.68,505.26,929.25,1486.80,13.18,65.68,439.58,452.76,-489.67,
2451172,64688,59690,344624,1073228,2632,14436,16,229,2399997,68,86.21,119.83,87.47,0.00,5947.96,5862.28,8148.44,0.00,0.00,5947.96,5947.96,85.68,
2451172,64688,78316,344624,1073228,2632,14436,16,217,2399997,6,79.87,110.22,59.51,0.00,357.06,479.22,661.32,28.56,0.00,357.06,385.62,-122.16,
2451172,64688,85831,344624,1073228,2632,14436,16,61,2399997,38,73.46,126.35,10.10,0.00,383.80,2791.48,4801.30,7.67,0.00,383.80,391.47,-2407.68,
2451172,64688,65488,344624,1073228,2632,14436,16,296,2399997,46,23.60,36.10,27.79,0.00,1278.34,1085.60,1660.60,63.91,0.00,1278.34,1342.25,192.74,
2451172,64688,33694,344624,1073228,2632,14436,16,500,2399997,48,36.94,73.88,14.03,457.93,673.44,1773.12,3546.24,0.00,457.93,215.51,215.51,-1557.61,
,64688,43981,,1073228,,,,86,2399997,,39.30,,45.04,0.00,,,,,0.00,,,149.24,
2451172,64688,99829,344624,1073228,2632,14436,16,138,2399997,71,32.84,38.09,2.28,0.00,161.88,2331.64,2704.39,11.33,0.00,161.88,173.21,-2169.76,
2451172,64688,78847,344624,1073228,2632,14436,16,192,2399997,86,2.21,3.31,2.68,0.00,230.48,190.06,284.66,16.13,0.00,230.48,246.61,40.42,
2451172,64688,5491,344624,1073228,2632,14436,16,412,2399997,79,32.75,35.37,14.14,726.08,1117.06,2587.25,2794.23,7.81,726.08,390.98,398.79,-2196.27,
2452130,39169,39001,386940,1780367,1794,80421,20,199,2399998,38,96.45,118.63,8.30,0.00,315.40,3665.10,4507.94,9.46,0.00,315.40,324.86,-3349.70,
2452130,39169,37921,386940,1780367,1794,80421,20,83,2399998,68,26.52,48.79,5.36,0.00,364.48,1803.36,3317.72,18.22,0.00,364.48,382.70,-1438.88,
2452130,39169,18939,386940,1780367,1794,80421,20,310,2399998,100,80.44,83.65,62.73,0.00,6273.00,8044.00,8365.00,564.57,0.00,6273.00,6837.57,-1771.00,
2452130,39169,20967,386940,1780367,1794,80421,20,23,2399998,52,14.90,15.19,3.49,0.00,181.48,774.80,789.88,9.07,0.00,181.48,190.55,-593.32,
2452130,39169,35733,386940,1780367,1794,80421,20,368,2399998,74,87.58,108.59,66.23,1225.25,4901.02,6480.92,8035.66,294.06,1225.25,3675.77,3969.83,-2805.15,
2452130,39169,79255,386940,1780367,1794,80421,20,84,2399998,76,49.44,60.81,30.40,670.01,2310.40,3757.44,4621.56,147.63,670.01,1640.39,1788.02,-2117.05,
2452130,39169,98979,386940,1780367,1794,80421,20,310,2399998,69,60.23,92.75,39.88,0.00,2751.72,4155.87,6399.75,110.06,0.00,2751.72,2861.78,-1404.15,
2452130,39169,56985,386940,1780367,1794,80421,20,491,2399998,95,80.01,148.01,39.96,1822.17,3796.20,7600.95,14060.95,19.74,1822.17,1974.03,1993.77,-5626.92,
2452130,39169,57365,386940,1780367,1794,80421,20,231,2399998,27,66.37,92.25,87.63,0.00,2366.01,1791.99,2490.75,94.64,0.00,2366.01,2460.65,574.02,
2452130,39169,14985,386940,1780367,1794,80421,20,136,2399998,59,53.40,78.49,55.72,2860.10,3287.48,3150.60,4630.91,17.09,2860.10,427.38,444.47,-2723.22,
2452130,39169,35715,386940,1780367,1794,80421,20,303,2399998,80,48.08,68.27,65.53,0.00,5242.40,3846.40,5461.60,262.12,0.00,5242.40,5504.52,1396.00,
2451037,40455,97870,271793,734261,282,9550,46,336,2399999,51,47.57,81.82,33.54,0.00,1710.54,2426.07,4172.82,119.73,0.00,1710.54,1830.27,-715.53,
2451037,40455,57949,271793,734261,282,9550,46,448,2399999,58,78.99,86.88,0.86,0.00,49.88,4581.42,5039.04,3.99,0.00,49.88,53.87,-4531.54,
2451037,40455,72547,271793,734261,282,9550,46,162,2399999,19,64.01,107.53,97.85,0.00,1859.15,1216.19,2043.07,130.14,0.00,1859.15,1989.29,642.96,
2451037,40455,74266,271793,734261,282,9550,46,492,2399999,39,76.21,129.55,95.86,0.00,3738.54,2972.19,5052.45,186.92,0.00,3738.54,3925.46,766.35,
2451037,40455,62266,271793,734261,282,9550,46,261,2399999,90,48.83,50.29,41.74,0.00,3756.60,4394.70,4526.10,262.96,0.00,3756.60,4019.56,-638.10,
2451037,40455,76964,271793,734261,282,9550,46,70,2399999,80,84.27,86.79,7.81,0.00,624.80,6741.60,6943.20,49.98,0.00,624.80,674.78,-6116.80,
2451037,40455,68114,271793,734261,282,9550,46,445,2399999,7,55.27,65.77,53.93,0.00,377.51,386.89,460.39,0.00,0.00,377.51,377.51,-9.38,
2451037,40455,81910,271793,734261,282,9550,46,488,2399999,20,21.73,35.41,0.00,0.00,0.00,434.60,708.20,0.00,0.00,0.00,0.00,-434.60,
2451037,40455,60055,271793,734261,282,9550,46,485,2399999,54,7.39,8.27,0.74,0.00,39.96,399.06,446.58,1.99,0.00,39.96,41.95,-359.10,
2451037,40455,26191,271793,734261,282,9550,46,66,2399999,49,71.03,91.62,77.87,343.40,3815.63,3480.47,4489.38,312.50,343.40,3472.23,3784.73,-8.24,
2451037,40455,82582,271793,734261,282,9550,46,215,2399999,32,74.04,118.46,67.52,0.00,2160.64,2369.28,3790.72,194.45,0.00,2160.64,2355.09,-208.64,
2451037,40455,62560,271793,734261,282,9550,46,157,2399999,57,53.77,74.74,11.95,0.00,681.15,3064.89,4260.18,20.43,0.00,681.15,701.58,-2383.74,
2451037,40455,62332,271793,734261,282,9550,46,472,2399999,81,32.14,50.45,5.54,0.00,448.74,2603.34,4086.45,35.89,0.00,448.74,484.63,-2154.60,
,40455,75656,,,282,9550,46,,2399999,6,,,,0.00,423.84,,,33.90,0.00,,,,
2452250,44911,97607,292215,1517913,1564,147662,16,40,2400000,29,87.52,134.78,52.56,0.00,1524.24,2538.08,3908.62,15.24,0.00,1524.24,1539.48,-1013.84,
2452250,44911,89115,292215,1517913,1564,147662,16,293,2400000,46,20.82,33.10,0.33,0.00,15.18,957.72,1522.60,0.00,0.00,15.18,15.18,-942.54,
2452250,44911,9539,292215,1517913,1564,147662,16,116,2400000,63,71.39,120.64,74.79,0.00,4711.77,4497.57,7600.32,424.05,0.00,4711.77,5135.82,214.20,
2452250,44911,91615,292215,1517913,1564,147662,16,478,2400000,38,29.77,36.61,33.31,0.00,1265.78,1131.26,1391.18,50.63,0.00,1265.78,1316.41,134.52,
2452250,44911,71827,292215,1517913,1564,147662,16,23,2400000,50,36.45,60.50,29.04,0.00,1452.00,1822.50,3025.00,43.56,0.00,1452.00,1495.56,-370.50,
2452250,44911,45685,292215,1517913,1564,147662,16,125,2400000,36,31.12,56.63,1.69,0.00,60.84,1120.32,2038.68,4.25,0.00,60.84,65.09,-1059.48,
2452250,44911,7859,292215,1517913,1564,147662,16,239,2400000,72,42.70,73.44,26.43,0.00,1902.96,3074.40,5287.68,76.11,0.00,1902.96,1979.07,-1171.44,
2452250,44911,29067,292215,1517913,1564,147662,16,246,2400000,21,57.64,96.83,24.20,177.87,508.20,1210.44,2033.43,23.12,177.87,330.33,353.45,-880.11,
2452250,44911,34439,292215,1517913,1564,147662,16,56,2400000,37,40.26,77.70,9.32,0.00,344.84,1489.62,2874.90,17.24,0.00,344.84,362.08,-1144.78,
2452250,44911,31825,292215,1517913,1564,147662,16,247,2400000,96,13.74,25.00,7.25,0.00,696.00,1319.04,2400.00,62.64,0.00,696.00,758.64,-623.04,
2452250,44911,82367,292215,1517913,1564,147662,16,104,2400000,9,30.18,30.18,2.41,0.00,21.69,271.62,271.62,0.43,0.00,21.69,22.12,-249.93,
2452250,44911,43881,292215,1517913,1564,147662,16,499,2400000,20,6.33,7.72,2.62,0.00,52.40,126.60,154.40,1.57,0.00,52.40,53.97,-74.20,
2452250,44911,89979,,,,147662,,456,2400000,,,34.47,,0.00,,,1620.09,125.69,0.00,1571.21,1696.90,,
2452250,,27083,,1517913,1564,147662,,,2400000,,,68.85,39.24,0.00,3492.36,,,,0.00,,3736.82,,
2452250,44911,93825,292215,1517913,1564,147662,16,320,2400000,81,25.54,39.84,8.36,0.00,677.16,2068.74,3227.04,27.08,0.00,677.16,704.24,-1391.58,
